id,place,location,date,lat,lng,location_date
1,,,1/1/1000,0,0,
12469,"NEW YORK, [NY];",Hotel Netherland,4/16/1900,40.7643133,-73.9725243,"Hotel Netherland, 1900-04-16"
12474,"DELMONICO'S, [NEW YORK, NY];",Alpha Of Zeta Psi,4/17/1900,41.059086,-74.013896,"Alpha Of Zeta Psi, 1900-04-17"
12475,"NEW YORK, NY",Manhattan Hotel,4/18/1900,40.7622311,-73.9829525,"Manhattan Hotel, 1900-04-18"
12505,NY,Bartholdi Hotel,2/18/1900,40.7103938,-74.0067035,"Bartholdi Hotel, 1900-02-18"
12507,75 ST. & COLUMBUS AVE. NY,Haan's,2/19/1900,40.7252705,-74.000507,"Haan's, 1900-02-19"
12518,"48 EAST 14TH STREET,[NEW YORK,NY?]",Columbia Restaurant,6/3/1901,40.748225,-73.879474,"Columbia Restaurant, 1901-06-03"
12564,"BROADWAY AND 44TH ST,NEW YORK,NY",Rector's,5/13/1900,40.7093441,-74.016035,"Rector's, 1900-05-13"
12568,"BROADWAY & 10TH STREET, NEW YORK, [NY]",John Wanamaker,5/14/1900,41.1122351,-74.1191107,"John Wanamaker, 1900-05-14"
12575,NY,Grenoble Hotel,3/30/1900,40.7625249,-73.9837987,"Grenoble Hotel, 1900-03-30"
12704,NY,Netherland Hotel,4/1/1900,40.7643133,-73.9725243,"Netherland Hotel, 1900-04-01"
12736,"75TH STREET AND COLUMBUS AVE,NEW YORK,NY",Haan's,2/20/1900,40.7252705,-74.000507,"Haan's, 1900-02-20"
12737,"WEST 125TH STREET,NEW YORK,NY",West End Hotel Restaurant,2/20/1900,40.285113,-73.984138,"West End Hotel Restaurant, 1900-02-20"
12754,"UNION SQUARE,NEW YORK,NY",Everett House,4/23/1900,40.71137,-73.627194,"Everett House, 1900-04-23"
12774,"NEW YORK, NY",Savoy Hotel,3/14/1900,40.7657507,-73.9786867,"Savoy Hotel, 1900-03-14"
12782,"NEW YORK, NY",Empire Hotel,1/12/1900,40.7714959,-73.9826673,"Empire Hotel, 1900-01-12"
12783,"NEW YORK, NY",Colonial Hotel,2/12/1900,40.744878,-73.999983,"Colonial Hotel, 1900-02-12"
12784,"NEW YORK, NY",Minot Hotel,2/12/1900,40.708985,-74.0091629,"Minot Hotel, 1900-02-12"
12789,"57 BROAD ST., NEW YORK, NY",Cafeteria Lunch,2/13/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-02-13"
12803,"BLEECKER, THOMPSON AND SULLIVAN STREETS, ENTRANCE ON BLEECKER STREET, [NEW YORK, NY];",Mills Hotel Restaurant,4/6/1900,40.731176,-74.540158,"Mills Hotel Restaurant, 1900-04-06"
12804,"[NEW YORK, NY]",Union League Club,4/7/1900,40.7489557,-73.9803779,"Union League Club, 1900-04-07"
12807,"BLEECKER, THOMPSON AND SULLIVAN STREETS, ENTRANCE ON BLEECKER STREET, [NEW YORK, NY];",Mills Hotel Restaurant,4/7/1900,40.731176,-74.540158,"Mills Hotel Restaurant, 1900-04-07"
12815,"NEW YORK, NY",Central Restaurant,4/26/1900,40.741583,-74.170593,"Central Restaurant, 1900-04-26"
12819,"NEW YORK, NY",Central Restaurant Co.,4/26/1900,40.7574284,-73.9703792,"Central Restaurant Co., 1900-04-26"
12831,"42ND ST. & MAD. AVE, NY",Manhattan Hotel,3/1/1900,40.7622311,-73.9829525,"Manhattan Hotel, 1900-03-01"
12840,"[66 STREET AND BROADWAY,NEW YORK,NY]",Hotel Marlborough,3/2/1900,40.7326143,-73.9967972,"Hotel Marlborough, 1900-03-02"
12858,"JERSEY CITY, NY",Hotel Washington,3/14/1900,40.7325,-73.998692,"Hotel Washington, 1900-03-14"
12871,"[NEW YORK, NY]",New York Athletic Club,4/7/1900,40.7666561,-73.9788171,"New York Athletic Club, 1900-04-07"
12874,"NEW YORK, [NY]",Colonial Club Of New York,4/7/1900,40.7650487,-73.9686371,"Colonial Club Of New York, 1900-04-07"
12879,"NEW YORK, NY",Hamblen's Restaurant & Lunch Rooms,4/7/1900,40.8059518,-73.9657435,"Hamblen's Restaurant & Lunch Rooms, 1900-04-07"
12880,"[NEW YORK, NY?]",Manhattan Club,4/8/1900,40.7648089,-73.9812315,"Manhattan Club, 1900-04-08"
12886,"66TH STREET AND BROADWAY,NEW YORK,NY",Hotel Marie Antoinette,2/21/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-21"
12902,"383 6TH AVE.,1212 BWAY.,& 1476 BWAY. NY",Shanley Bros. Oyster Houses & Grill Room,2/13/1900,40.704362,-74.010046,"Shanley Bros. Oyster Houses & Grill Room, 1900-02-13"
12903,BWAY & 63RD ST. NY,Empire Hotel,2/13/1900,40.7714959,-73.9826673,"Empire Hotel, 1900-02-13"
12906,600 SIXTH AVE. NY,Young's Herald Square Lunch Room,2/13/1900,40.7507815,-73.9889593,"Young's Herald Square Lunch Room, 1900-02-13"
12907,38TH ST. & 6TH AVE. NY,Monterey Hotel,2/13/1900,40.7934789,-73.9721232,"Monterey Hotel, 1900-02-13"
12917,57 BROAD ST. NY,Cafeteria   Lunch,2/14/1900,40.7405211,-73.997999,"Cafeteria   Lunch, 1900-02-14"
12923,"MADISON SQUARE, WEST, NEW YORK, NY",Albemarle Hotel,2/22/1900,40.752722,-73.9936052,"Albemarle Hotel, 1900-02-22"
12927,"NEW YORK, NY",Manhattan Hotel,2/22/1900,40.7622311,-73.9829525,"Manhattan Hotel, 1900-02-22"
12961,"66TH ST AND BROADWAY,NEW YORK,NY",Hotel Marie Antoinette,3/2/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-03-02"
12969,NY,Park Avenue Hotel,3/14/1900,40.7498972,-73.9797165,"Park Avenue Hotel, 1900-03-14"
12979,[NY],Manhattan Club,3/15/1900,40.7648089,-73.9812315,"Manhattan Club, 1900-03-15"
12992,"CENTRAL PARK,NEW YORK,NY",Mcgown's Pass Tavern,2/15/1900,40.7721869,-73.9777215,"Mcgown's Pass Tavern, 1900-02-15"
13005,"NEW YORK CITY, NY",Battery Park Hotel,4/11/1900,40.7053964,-74.0173277,"Battery Park Hotel, 1900-04-11"
13043,"54 BEAVER STREET [NEW YORK, NY];",Childs' Lunch Rooms,1/1/1900,40.7504266,-73.9691367,"Childs' Lunch Rooms, 1900-01-01"
13059,84 BEAVER AND 131 PEARL STREETS NY,Lambert's Restaurant,2/23/1900,40.6244718,-74.3292955,"Lambert's Restaurant, 1900-02-23"
13078,"66TH ST. AND BROADWAY;NEW YORK,NY",Hotel Marie Antoinette,2/24/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-24"
13117,9 & 10 BATTERY PL. NY,Castle Garden Hotel,3/7/1900,40.8290054,-73.4486544,"Castle Garden Hotel, 1900-03-07"
13118,"HOTEL MAJESTIC, NEW YORK, [NY]",Hotel Majestic,3/21/1900,40.7583523,-73.9881953,"Hotel Majestic, 1900-03-21"
13120,"MADISON AVE & 42ND ST., NEW YORK, [NY];",Hotel Manhattan,3/21/1900,40.754775,-73.991067,"Hotel Manhattan, 1900-03-21"
13127,"NEW YOK, NY",Putnam House,2/17/1900,40.673266,-74.268237,"Putnam House, 1900-02-17"
13136,"(NEW YORK,NY)",Murray Hill Hotel,4/15/1900,40.699073,-74.403362,"Murray Hill Hotel, 1900-04-15"
13154,"[NEW YORK,NY]",Reform Club,5/12/1900,40.8808587,-73.9087392,"Reform Club, 1900-05-12"
13166,"NEW YORK, [NY];",Hotel Grenoble,3/21/1900,40.7682663,-73.9874155,"Hotel Grenoble, 1900-03-21"
13181,"CHAMBERS STEET AND BROADWAY,NEW YORK,NY",City Hall Cellar,4/15/1900,40.740615,-73.598964,"City Hall Cellar, 1900-04-15"
13196,SHERRY'S [NY],New York Society Of The Order Of The Founders And Patriots Of America,5/13/1901,40.728499,-74.0058898,"New York Society Of The Order Of The Founders And Patriots Of America, 1901-05-13"
13242,NY,Louis Sherry,9/30/1900,40.7643133,-73.9725243,"Louis Sherry, 1900-09-30"
13250,"SARATOGA SPRINGS, NY",United States Hotel,7/22/1900,40.75053,-73.969444,"United States Hotel, 1900-07-22"
13272,"(BUFFALO, NY?)",Electric Tower Restaurant,8/3/1901,40.742291,-74.0034554,"Electric Tower Restaurant, 1901-08-03"
13354,"BROADWAY  AND 42ND STREET, NY",Hotel Pabst,12/25/1900,40.7554217,-73.9860292,"Hotel Pabst, 1900-12-25"
13486,[NY],Transportation Club Of New York,5/23/1900,40.7502162,-73.9814975,"Transportation Club Of New York, 1900-05-23"
13554,"B'WAY & 44ST.,NY",Rector's,5/20/1901,40.7093441,-74.016035,"Rector's, 1901-05-20"
13583,"MADISON AVE & 42ND ST,NY",Hotel Manhattan,11/29/1900,40.754775,-73.991067,"Hotel Manhattan, 1900-11-29"
13585,"NEW YORK, NY",A.M. Sweet & Son Hotel & Restaurant,4/26/1901,40.7610427,-73.5153068,"A.M. Sweet & Son Hotel & Restaurant, 1901-04-26"
13586,"(NEW YORK, NY?)",Astor House,4/26/1901,40.8103,-73.9416,"Astor House, 1901-04-26"
13588,"NEW YORK, NY",Cosmopolitan Hotel,4/26/1901,40.715475,-74.008909,"Cosmopolitan Hotel, 1901-04-26"
13589,"(NEW YORK, NY?)",Herald Square Hotel,4/26/1901,40.74723,-73.987004,"Herald Square Hotel, 1901-04-26"
13597,"NEW YORK, [NY]",Hotel St. Andrew,6/29/1900,40.788177,-73.725245,"Hotel St. Andrew, 1900-06-29"
13619,"NEW YORK, NY",Harlow & Kuchlin Restaurant Oyster & Chop House,4/26/1901,40.7533743,-74.0302214,"Harlow & Kuchlin Restaurant Oyster & Chop House, 1901-04-26"
13622,"NEW YORK, NY",Rogers' Chop House And Restaurant,4/26/1901,40.873584,-73.427942,"Rogers' Chop House And Restaurant, 1901-04-26"
13624,"NEW YORK, NY",Proctor's Cafe,4/26/1901,40.7556648,-73.9562347,"Proctor's Cafe, 1901-04-26"
13626,"NEW YORK, NY",New York Press Club,4/26/1901,40.7645693,-73.995987,"New York Press Club, 1901-04-26"
13806,"PARK ROW, [NY]",Haan's,4/1/1901,40.7252705,-74.000507,"Haan's, 1901-04-01"
13807,"CHAMBERS STREET, [NYC]",Curry & Burlingame,4/27/1901,40.6400783,-73.9549373,"Curry & Burlingame, 1901-04-27"
13810,[NYC],Union Square Hotel,4/27/1901,40.7365757,-73.9885814,"Union Square Hotel, 1901-04-27"
13813,69 LIBERTY STREET [NYC],David Cafe And Restaurant,4/27/1901,40.726931,-73.984343,"David Cafe And Restaurant, 1901-04-27"
13814,69 LIBERTY STREET [NYC],David Lunch Counter,4/27/1901,40.7248211,-73.9913723,"David Lunch Counter, 1901-04-27"
13998,"PARK ROW BUILDING, [NY]",Haan's,12/22/1900,40.7252705,-74.000507,"Haan's, 1900-12-22"
14000,"86 CANAL STREET, NY",Cafe Sachs,12/23/1900,40.7132709,-74.0341233,"Cafe Sachs, 1900-12-23"
14012,144 E.86 ST.NY,Aschenbroedel Verein,4/30/1901,40.7264415,-73.9904678,"Aschenbroedel Verein, 1901-04-30"
14024,"NEW YORK, NY",Columbia Restaurant,9/26/1901,40.748225,-73.879474,"Columbia Restaurant, 1901-09-26"
14072,"NEW YORK, NY",Stevens House,10/10/1901,40.724789,-73.543283,"Stevens House, 1901-10-10"
14084,"58TH ST. AND LEXINGTON AVE., NY",Terrace Garden Restaurant,9/3/1901,40.6601098,-73.9803915,"Terrace Garden Restaurant, 1901-09-03"
14132,"779 BROADWAY, NEW YORK, NY",Van Liew's Restaurant,12/28/1906,40.4586814,-74.439121,"Van Liew's Restaurant, 1906-12-28"
14134,"BROADWAY AND 10TH STREET, NEW YORK, NY",John Wanamaker,12/29/1906,41.1122351,-74.1191107,"John Wanamaker, 1906-12-29"
14146,"RIVERSIDE DRIVE, NY",Claremont Hotel,8/13/1901,40.8015758,-73.6523325,"Claremont Hotel, 1901-08-13"
14171,48 . 14 ST. NY,Columbia Restaurant,7/4/1901,40.748225,-73.879474,"Columbia Restaurant, 1901-07-04"
14211,"663 BROADWAY,NY",Raleigh Hotel & Restaurant,7/21/1901,40.788457,-74.0432114,"Raleigh Hotel & Restaurant, 1901-07-21"
14247,"SIXTH AVE AND 18TH & 19TH STS., NY",Siegel Cooper Co.,8/20/1901,40.7397484,-73.9939242,"Siegel Cooper Co., 1901-08-20"
14272,"COLUMBUS HOTEL,NY",L.Tirelli's Association,1/1/1901,41.1578469,-74.0398249,"L.Tirelli's Association, 1901-01-01"
14333,"NEW YORK, NY",Park Avenue Hotel,12/31/1905,40.7498972,-73.9797165,"Park Avenue Hotel, 1905-12-31"
16618,NYC,Waldorf Astoria,12/31/1907,40.7565217,-73.9741521,"Waldorf Astoria, 1907-12-31"
16733,"156 SECOND AVENUE,[NEW YORK,NY]",Cafe Boulevard,2/20/1900,40.8691521,-74.4192245,"Cafe Boulevard, 1900-02-20"
16811,"NEW YORK, NY",Hotel Knickerbocker,12/25/1906,40.7554217,-73.9860292,"Hotel Knickerbocker, 1906-12-25"
17008,"66TH ST AND BROADWAY,NEW YORK,NY",Hotel Marie Antoinette,2/25/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-25"
19715,66TH STREET AND BROADWAY [NY],Hotel Marie Antoinette,2/27/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-27"
19716,66TH STREET AND BROADWAY [NY],Hotel Marie Antoinette,2/28/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-28"
19719,"66TH ST AND BROADWAY,NEW YORK,NY",Hotel Marie Antoinette,3/1/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-03-01"
20034,SYRACUSE NY,Congress Hall,12/23/1900,40.7071046,-74.0126917,"Congress Hall, 1900-12-23"
20035,SYRACUSE NY,Congress Hall,12/24/1900,40.7071046,-74.0126917,"Congress Hall, 1900-12-24"
20037,"SYRACUSE,NY",Congress Hall,12/27/1900,40.7071046,-74.0126917,"Congress Hall, 1900-12-27"
20262,"NEW YORK, NY",Park Avenue Hotel,3/3/1900,40.7498972,-73.9797165,"Park Avenue Hotel, 1900-03-03"
20387,"PAN-AMERICAN EXPOSITION, BUFFALO, NY",Streets Of Mexico Restaurant,9/4/1901,40.7148114,-74.0154223,"Streets Of Mexico Restaurant, 1901-09-04"
20979,"NEW YORK, NY",St. Regis Hotel,6/23/1905,40.7614222,-73.9747694,"St. Regis Hotel, 1905-06-23"
21007,"57 BROAD STREET,NEW YORK,NY",Cafeteria Lunch,2/5/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-02-05"
21033,"NEW YORK,NY",R.H. Macy & Co.,12/7/1905,40.7507815,-73.9889593,"R.H. Macy & Co., 1905-12-07"
21042,"THE BRESLIN, [NEW YORK, NY?]",Sportsmans Grill,4/15/1905,40.8829176,-74.1077688,"Sportsmans Grill, 1905-04-15"
21051,"NEW YORK, NY",New Grand Hotel,6/15/1905,40.7620696,-73.8317982,"New Grand Hotel, 1905-06-15"
21060,"NEW YORK, NY",St. Regis Hotel,3/8/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-08"
21064,"238 EIGHTH AVENUE, BETWEEN 22ND AND 23RD STREETS, NEW YORK, NY",238 Eight Avenue,6/28/1905,40.6362886,-74.0085632,"238 Eight Avenue, 1905-06-28"
21113,NY,Hotel Empire,1/28/1900,40.7714959,-73.9826673,"Hotel Empire, 1900-01-28"
21172,"NEW YORK, NY",St. Regis Hotel,2/20/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-02-20"
21177,B'WAY & 32 ST.NY,Imperial Hotel,1/10/1900,40.6765349,-73.9002933,"Imperial Hotel, 1900-01-10"
21204,"NEW YORK, NY",Park Avenue Hotel,1/1/1901,40.7498972,-73.9797165,"Park Avenue Hotel, 1901-01-01"
21209,"BROADWAY & EIGHTH STREET, [NEW YORK, NY];",Sinclair House;,1/19/1900,40.7767048,-73.9635658,"Sinclair House;, 1900-01-19"
21248,"ELEVENTH ST. AND UNIVERSITY PLACE, NEW YORK, NY",Hotel Albert,1/10/1900,40.5233448,-74.3223555,"Hotel Albert, 1900-01-10"
21249,"NEW YORK, NY",Hotel St. Regis,10/20/1905,40.7614222,-73.9747694,"Hotel St. Regis, 1905-10-20"
21267,"233 SANDS STREET, BROOKLYN, NY",The Navy Yard,11/4/1906,40.6982654,-73.9725443,"The Navy Yard, 1906-11-04"
21327,"NEW YORK, NY",St. Regis Hotel,6/21/1905,40.7614222,-73.9747694,"St. Regis Hotel, 1905-06-21"
21343,57 BROAD ST. NY,Cafeteria   Lunch,2/2/1900,40.7405211,-73.997999,"Cafeteria   Lunch, 1900-02-02"
21356,"NEW YORK, NY",Hotel St. Regis,10/23/1905,40.7614222,-73.9747694,"Hotel St. Regis, 1905-10-23"
21370,"1484 BROADWA,NY",Golf Diningroom,2/4/1900,41.0015362,-73.7632238,"Golf Diningroom, 1900-02-04"
21382,"BROADWAY AND 41ST ST,[NY]",Stuart House,1/17/1900,40.7311724,-73.9911327,"Stuart House, 1900-01-17"
21387,"NEW YORK, NY",St. Regis Hotel,3/7/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-07"
21420,"NEW YORK, NY",St. Regis Hotel,1/26/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-01-26"
21421,"PARK ROW BUILDING [NEW YORK,NY?]",Haan's,4/22/1901,40.7252705,-74.000507,"Haan's, 1901-04-22"
21430,"(NEW YORK, NY?)",St. Regis Hotel,6/20/1905,40.7614222,-73.9747694,"St. Regis Hotel, 1905-06-20"
21432,"57 BROAD STREET, NY",Cafeteria Lunch,2/7/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-02-07"
21457,"SIXTY-SIXTH STREET & BROADWAY, NEW YORK, [NY]",Hotel Marie Antoinette,2/12/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-12"
21461,"NEW YORK, NY",Hartman's Hotel,1/11/1900,40.6964453,-73.9843605,"Hartman's Hotel, 1900-01-11"
21464,"21 BROADWAY,NEW YORK,NY",Stevens House,2/20/1900,40.724789,-73.543283,"Stevens House, 1900-02-20"
21489,"NEW YORK, NY",Brevoort House,1/11/1900,40.73243,-73.9958676,"Brevoort House, 1900-01-11"
21593,481 BROADWAY AND 54 MERCER STREET NY,Putney's,1/22/1900,40.7541595,-73.979797,"Putney's, 1900-01-22"
21649,"59TH STREET AND BROADWAY, NEW YORK [NY];",Virginia Hotel,1/23/1900,40.6621388,-74.177166,"Virginia Hotel, 1900-01-23"
21686,"NEW YORK, NY",Hotel Knickerbocker,12/13/1906,40.7554217,-73.9860292,"Hotel Knickerbocker, 1906-12-13"
21756,"NEW YORK, NY",Mills Hotel Restaurant,1/30/1900,40.731176,-74.540158,"Mills Hotel Restaurant, 1900-01-30"
21786,"NEW YORK, NY",St. Regis Hotel,3/10/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-10"
21806,"NEW YORK, NY",Fraunces' Tavern,6/9/1907,40.7033722,-74.0113732,"Fraunces' Tavern, 1907-06-09"
21835,"25 BARCLAY ST., NEW YORK, NY",John Doscher's Restaurant,2/7/1900,40.7143568,-74.0374385,"John Doscher's Restaurant, 1900-02-07"
21865,"738 SIXTH AVENUE,NEW YORK,NY",Carlton Hotel Company,2/5/1900,40.7053964,-74.0173277,"Carlton Hotel Company, 1900-02-05"
21877,"NEW YORK, NY",Transportation Club,1/1/1900,40.883178,-74.2493672,"Transportation Club, 1900-01-01"
21879,"CENTRAL PARK,NY",Museum Of Art Restaurant,1/17/1900,40.831012,-73.919724,"Museum Of Art Restaurant, 1900-01-17"
21901,127 FOURTH AVE. NY,The Place,1/18/1900,40.4280644,-74.4745751,"The Place, 1900-01-18"
21976,"NEW YORK, NY",St. Regis Hotel,2/17/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-02-17"
21978,[NY],Shanley's,1/17/1900,40.888467,-74.478346,"Shanley's, 1900-01-17"
22054,213 SIXTH AVE. NY,Halloran's Restaurnt,1/10/1900,40.7218769,-73.6885335,"Halloran's Restaurnt, 1900-01-10"
22073,"NEW YORK, NY",Shanley's,6/15/1905,40.888467,-74.478346,"Shanley's, 1905-06-15"
22077,"NEW YORK, NY",St. Regis Hotel,3/22/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-22"
22083,"NEW YORK, NY",St. Regis Hotel,2/21/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-02-21"
22085,"SIXTY-SIXTH STREET & BROADWAY, NEW YORK, [NY]",Hotel Marie Antoinette,1/29/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-01-29"
22095,"DOSCHER & MINDERMAN, 16 WEST FOURTH STREET, CORNER MERCER STREET, [NEW YORK, NY]",Priscilla Dining Room,1/6/1900,40.6625855,-74.2582337,"Priscilla Dining Room, 1900-01-06"
22140,NEW YORK [NY],Belvedere,1/19/1900,40.7616773,-73.9880399,"Belvedere, 1900-01-19"
22191,"199 WASHINGTON STREET, [NY, NY]",Smith & Mcnell's,1/31/1900,40.771536,-73.981646,"Smith & Mcnell's, 1900-01-31"
22199,PARK ROW BLDG.NY,Haan's,1/10/1900,40.7252705,-74.000507,"Haan's, 1900-01-10"
22200,"1515 BROADWAY, [NEW YORK, NY]",The New York Quick Lunch Restaurant,1/29/1900,40.7518143,-73.9801918,"The New York Quick Lunch Restaurant, 1900-01-29"
22202,B'WAY & 63RD ST. NY,Empire Hotel,2/8/1900,40.7714959,-73.9826673,"Empire Hotel, 1900-02-08"
22215,"454-456-458 SIXTH AVENUE, NEAR 28TH STREET, NEW YORK, NY [?]",Cafe De Bordeaux,1/10/1900,40.7611129,-73.9778368,"Cafe De Bordeaux, 1900-01-10"
22225,1289-1291 B'WAY  NY,Trainor's Hotel Restaurant,2/8/1900,40.5859182,-73.6921282,"Trainor's Hotel Restaurant, 1900-02-08"
